ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
27 Lindy Way,Camillo,323000,4,1,1,684,115,1971,22100,Kelmscott Station,1500,"09-2015",6111,-32.11230741,115.9970206,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.322525247347771,40
27 Lisle Street,Mount Claremont,1380000,2,1,1,1012,191,1965,7800,Claremont Station,1700,"07-2020",6010,-31.96588092,115.7775857,JOHN XXIII COLLEGE,0.9503111617846567,8
27 Little River Cove,Jane Brook,425000,3,2,2,600,167,1998,20700,Midland Station,5800,"03-2019",6056,-31.85695,116.0466,SWAN CHRISTIAN COLLEGE,3.2955742851659435,93
27 Losino Boulevard,Henley Brook,490000,4,2,2,658,216,2001,20200,Guildford Station,11300,"11-2017",6055,-31.79794,115.97165,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.364672052047406,53
27 Lowan Loop,Karawara,515000,4,2,NULL,654,200,2001,6500,Canning Bridge Station,2600,"05-2005",6152,-32.00705,115.88382,COMO SECONDARY COLLEGE,1.2525433915195439,87
27 Ludgate Way,Gwelup,1400000,4,3,2,727,370,2009,10900,Warwick Station,3100,"10-2015",6018,-31.87205,115.79282,BALCATTA SENIOR HIGH SCHOOL,1.8747441643538203,135
27 MacRae Road,Applecross,1355000,3,2,2,496,145,1981,7500,Canning Bridge Station,2000,"03-2020",6153,-32.01687919,115.8368876,APPLECROSS SENIOR HIGH SCHOOL,1.4003170694726665,34
27 Majorca Elbow,Hocking,581000,4,2,2,626,211,2005,20500,Edgewater Station,4100,"04-2019",6065,-31.77035836,115.8216519,WANNEROO SECONDARY COLLEGE,1.519054602806414,131
27 Maley Street,Ashfield,405000,3,1,2,480,116,1993,8600,Ashfield Station,631,"12-2007",6054,-31.91735876,115.94027,CYRIL JACKSON SENIOR CAMPUS,0.5365013261944809,
27 Mallorca Avenue,Hillarys,1640000,4,1,NULL,618,371,2012,18700,Greenwood Station,3900,"09-2020",6025,-31.81701,115.74141,SACRED HEART COLLEGE,1.2514566016743986,19
27 Manhattan Concourse,Hilbert,525000,4,2,2,530,272,2015,27400,Armadale Station,5100,"09-2016",6112,-32.18013984,115.968489,DALE CHRISTIAN SCHOOL,3.6701284274307753,
27 Marathon Loop,Madeley,520000,4,3,4,426,257,2009,17100,Whitfords Station,3900,"07-2016",6065,-31.8016555,115.8229271,KINGSWAY CHRISTIAN COLLEGE,1.7573309454646933,50
27 Marginata Parade,Jarrahdale,665000,4,2,2,4002,230,2005,46900,Armadale Station,21100,"08-2014",6124,-32.34053,116.05199,COURT GRAMMAR SCHOOL,9.73229278686446,
27 Maritana Road,Kallaroo,605000,4,2,2,683,153,1972,20900,Whitfords Station,3200,"04-2018",6025,-31.78919,115.75024,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.2468248031593396,58
27 Marmot Way,Ferndale,565000,4,2,2,684,180,1978,10400,Queens Park Station,2200,"03-2015",6148,-32.02447,115.92837,FOUNTAIN COLLEGE,1.5516011982889697,
27 Marradong Street,Coolbinia,1250000,3,2,2,766,225,1996,4500,Glendalough Station,2700,"07-2010",6050,-31.91241,115.85117,ARANMORE CATHOLIC COLLEGE,1.7969280542842434,106
27 Marsh Court,Jarrahdale,750000,3,2,5,31343,185,1994,44500,Armadale Station,19200,"08-2014",6124,-32.32574306,116.0258432,COURT GRAMMAR SCHOOL,7.033926560965954,
27 Masefield Avenue,North Lake,660000,4,2,2,710,170,1989,15000,Murdoch Station,3300,"01-2018",6163,-32.08268,115.82098,PERTH WALDORF SCHOOL,1.1031847646470518,
27 Maxwell Street,Beaconsfield,936000,5,2,2,607,201,1969,16200,Fremantle Station,2500,"05-2018",6162,-32.07078,115.75869,FREMANTLE COLLEGE,0.9320212214421247,128
27 McCombe Avenue,Samson,440000,4,1,3,721,165,1976,14600,Murdoch Station,5000,"01-2012",6163,-32.07326,115.79849,SETON CATHOLIC COLLEGE,0.4865811370899276,91
27 Mcintyre Pass,Two Rocks,180000,4,2,2,390,187,NULL,55300,Butler Station,17000,"09-2017",6037,-31.50423793,115.607411,YANCHEP SECONDARY COLLEGE,6.364449585767562,
27 McKenzie Road,Samson,626000,4,2,2,729,145,1980,14500,Murdoch Station,4900,"11-2013",6163,-32.07186,115.79862,SETON CATHOLIC COLLEGE,0.5034144102581094,91
27 Mcleod Street,Lockridge,360000,4,2,4,587,150,1997,11400,Bassendean Station,2200,"08-2016",6054,-31.88394,115.94899,KIARA COLLEGE,1.4974544449311316,
27 Meadow Place,Quinns Rocks,339000,3,1,1,657,107,1989,34900,Butler Station,3600,"10-2020",6030,-31.66685,115.70618,ALKIMOS BAPTIST COLLEGE,0.818248730268446,
27 Meadowbank Gardens,Hillarys,1030000,4,2,2,702,229,1995,20000,Whitfords Station,4200,"03-2019",6025,-31.80515,115.73803,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.8710757463363829,58
27 Melaleuca Drive,Greenwood,510000,4,1,1,683,160,1974,15400,Greenwood Station,1400,"11-2018",6024,-31.82455,115.79597,GREENWOOD COLLEGE,0.46925759123651767,86
27 Miami Beach Promenade,Iluka,750000,4,2,2,639,261,1997,27100,Currambine Station,1800,"05-2018",6028,-31.73269,115.73397,PRENDIVILLE CATHOLIC COLLEGE,2.5053435772845356,60
27 Midgley Street,Lathlain,560000,3,1,2,440,120,1949,4400,Burswood Station,557,"09-2017",6100,-31.96407306,115.90285,ST CLARE'S SCHOOL,0.9555588766305385,
27 Midsummer Avenue,Jindalee,627000,4,2,2,375,223,2014,39000,Butler Station,1200,"08-2018",6036,-31.63386,115.6872553,BUTLER COLLEGE,2.8364677952764725,39
27 Milson Street,South Perth,1700000,3,2,NULL,910,220,1932,3900,Claisebrook Station,4000,"05-2019",6151,-31.9848,115.87145,WESLEY COLLEGE,0.7491240538596925,37
27 Mimosa Avenue,Mount Claremont,1322500,4,3,2,472,261,2010,7300,Loch Street Station,768,"03-2017",6010,-31.968584,115.784283,JOHN XXIII COLLEGE,0.9650458676004975,8
27 Mockeridge Circuit,Middle Swan,371000,3,1,2,648,103,1992,18400,Midland Station,3500,"10-2014",6056,-31.86934,116.02701,SWAN CHRISTIAN COLLEGE,1.8929817842814942,93
27 Modena Place,Balga,425000,3,2,2,372,144,2008,10700,Warwick Station,5300,"01-2018",6061,-31.856397,115.850671,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.6588634811115973,35
27 Moore Street,Wungong,325000,2,2,NULL,20255,406,1976,29300,Armadale Station,3000,"06-2002",6112,-32.18093,116.01297,ARMADALE SENIOR HIGH SCHOOL,2.1622208082839545,
27 Moorhead Way,Koondoola,300000,3,1,1,730,130,1976,11900,Warwick Station,6000,"11-2017",6064,-31.84508,115.85953,MERCY COLLEGE,0.30522879148540283,46
27 Morphett Crescent,Bateman,805000,5,2,2,717,200,1989,11300,Bull Creek Station,833,"12-2015",6150,-32.053865,115.850672,CORPUS CHRISTI COLLEGE,0.8107629384574407,28
27 Mullewa Crescent,Coolbinia,1700000,4,2,2,986,290,1960,4500,Glendalough Station,2600,"07-2016",6050,-31.91257,115.85059,ARANMORE CATHOLIC COLLEGE,1.7582688319634305,106
27 Myrna Way,Parkwood,618000,4,2,1,871,169,1985,11000,Thornlie Station,4300,"10-2015",6147,-32.04178,115.90706,LYNWOOD SENIOR HIGH SCHOOL,0.855251256177962,96
27 Nairn Road,Bickley,572000,4,2,NULL,1368,194,1995,22700,Madding,11200,"09-2007",6076,-32.00736522,116.0901967,CARMEL ADVENTIST COLLEGE,0.8957861365956739,
27 Navajo Way,Eglinton,285000,3,2,2,278,131,2015,43500,Butler Station,5200,"12-2018",6034,-31.59544485,115.6710459,YANCHEP SECONDARY COLLEGE,5.444449109004813,
27 Nesbit Drive,Haynes,205000,4,2,2,400,149,2015,26100,Armadale Station,2000,"03-2014",6112,-32.15738388,115.9920088,DALE CHRISTIAN SCHOOL,0.6692671019799921,
27 Newton Street,Mount Helena,530000,4,2,2,2151,175,1980,35200,Midland Station,20700,"05-2017",6082,-31.87011,116.21826,EASTERN HILLS SENIOR HIGH SCHOOL,0.46262301186684474,105
27 Norvills Retreat,Kiara,425000,4,2,3,578,159,1993,10600,Ashfield Station,3300,"06-2010",6054,-31.8832,115.93642,KIARA COLLEGE,0.6516655923395717,
27 Oak Court,Forrestfield,387000,4,2,1,750,138,1996,14900,Madding,8000,"06-2020",6058,-31.982,116.01303,HILLSIDE CHRISTIAN COLLEGE,0.47685522949990017,
27 Oakfield Retreat,Ballajura,370000,4,2,6,608,164,NULL,12300,Meltham Station,8200,"06-2019",6066,-31.84884,115.9041,BALLAJURA COMMUNITY COLLEGE,1.1058141397325998,133
27 Olding Way,Melville,1195000,4,3,2,767,265,1957,11600,Bull Creek Station,4800,"03-2018",6156,-32.04523,115.80336,MELVILLE SENIOR HIGH SCHOOL,0.23176054683660693,61
27 Onyx Road,Mount Richon,370000,3,1,1,792,155,1988,27200,Armadale Station,1100,"06-2016",6112,-32.1516941,116.0244762,ARMADALE SENIOR HIGH SCHOOL,1.4507976397726479,
27 Opperman Place,Middle Swan,265000,4,2,2,741,132,1991,18100,Midland Station,3300,"07-2016",6056,-31.87037,116.02468,SWAN CHRISTIAN COLLEGE,1.8142943245014207,93
27 Oregano Drive,Two Rocks,756000,5,2,4,13359,245,2011,56400,Butler Station,18200,"08-2017",6037,-31.47791802,115.6497029,YANCHEP SECONDARY COLLEGE,8.319597134543889,
27 O'reilly Court,Jane Brook,402000,3,2,2,701,142,1996,20500,Midland Station,5500,"02-2020",6056,-31.87302,116.05497,SWAN VIEW SENIOR HIGH SCHOOL,1.89631126722047,
27 Orion Street,Rockingham,290000,3,2,1,680,144,1975,40100,Rockingham Station,2400,"09-2020",6168,-32.29692,115.73701,SAFETY BAY SENIOR HIGH SCHOOL,0.7997549564362395,136
27 Orleans Drive,Port Kennedy,510000,4,3,4,1007,175,1994,45200,Warnbro Station,2700,"05-2019",6172,-32.34961,115.75948,WARNBRO COMMUNITY HIGH SCHOOL,0.4508973305986351,
27 Orrel Avenue,Floreat,1800000,5,2,1,875,202,1960,5900,Shen,2400,"11-2020",6014,-31.93908,115.79796,NEWMAN COLLEGE,2.030702151122707,44
27 Overdene Pass,Banksia Grove,440000,4,2,2,612,198,2007,27900,Currambine Station,5500,"07-2018",6031,-31.706304,115.80455,JOSEPH BANKS SECONDARY COLLEGE,1.1346891029669663,92
27 Parkway,Crawley,803000,3,1,1,304,104,1980,5300,Daglish Station,3700,"10-2013",6009,-31.98496393,115.817829,SHENTON COLLEGE,3.138864050523134,14
27 Patterson Drive,Middle Swan,367000,3,1,1,683,101,1990,18100,Midland Station,3200,"09-2014",6056,-31.8717,116.02497,SWAN CHRISTIAN COLLEGE,1.943756307755676,93
27 Peachey Avenue,Kewdale,720000,5,2,2,876,223,2004,8000,Queens Park Station,3600,"10-2017",6105,-31.97464952,115.9394047,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.879774964236963,102
27 Pedder Way,Parmelia,176500,2,2,NULL,494,80,1971,32100,Kwinana Station,1200,"11-2018",6167,-32.23917306,115.8306846,GILMORE COLLEGE,1.4975727210709988,138
27 Peirse Way,Marmion,1040000,4,2,4,738,266,1981,15400,Warwick Station,3800,"07-2020",6020,-31.84451,115.75587,SACRED HEART COLLEGE,2.099114135555888,19
27 Pennington Way,Brabham,415000,3,2,2,374,140,2014,18300,Guildford Station,9300,"04-2017",6055,-31.81539765,115.9671512,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.911383573904729,53
27 Pilbara Crescent,Jane Brook,450000,4,2,2,700,186,2005,20600,Midland Station,5600,"09-2015",6056,-31.86825,116.05374,SWAN VIEW SENIOR HIGH SCHOOL,2.3160936958432274,
27 Pioneer Drive,Edgewater,560000,4,2,2,715,185,1983,22000,Edgewater Station,663,"11-2016",6027,-31.766,115.77946,MATER DEI COLLEGE,0.3155033732033419,104
27 Pollen Turn,Banksia Grove,459000,4,2,2,512,236,2014,29800,Clarkson Station,5900,"10-2018",6031,-31.68888057,115.8007545,JOSEPH BANKS SECONDARY COLLEGE,1.158410525965904,92
27 Purley Crescent,Lynwood,505000,4,1,2,817,101,1960,11600,Thornlie Station,2500,"02-2015",6147,-32.03792,115.92825,FOUNTAIN COLLEGE,0.7930815685007091,
27 Quarram Crescent,Burns Beach,1075000,4,3,2,580,362,2015,28200,Currambine Station,2300,"05-2016",6028,-31.725045,115.726071,PRENDIVILLE CATHOLIC COLLEGE,3.5392781297311777,60
27 Raeburn Crescent,Landsdale,549000,4,2,2,560,168,2004,17000,Whitfords Station,7100,"05-2020",6065,-31.79954,115.85751,LANDSDALE CHRISTIAN SCHOOL,1.218531860118828,
27 Raeburn Road,Roleystone,500000,4,2,6,2039,160,1976,26400,Kelmscott Station,5700,"03-2018",6111,-32.10503,116.07324,KELMSCOTT SENIOR HIGH SCHOOL,6.137644905109197,113
27 Raeside Drive,Landsdale,525000,4,2,2,453,215,2014,16700,Whitfords Station,8000,"09-2019",6065,-31.80260329,115.8668563,LANDSDALE CHRISTIAN SCHOOL,0.4665608121773176,
27 Railway Crescent,Herne Hill,270000,3,1,1,810,98,1972,20900,Midland Station,7600,"02-2006",6056,-31.82593,116.02308,SWAN CHRISTIAN COLLEGE,3.75691424054171,93
27 Ranfurly Approach,Ellenbrook,303000,3,2,4,385,159,2012,25200,East Guildford Station,16200,"10-2019",6069,-31.75070465,115.9802411,HOLY CROSS COLLEGE,2.5633882645868993,98
27 RAWLINNA HEIGHTS,Ballajura,430000,4,2,2,608,190,1994,12800,Bayswater Station,8000,"04-2020",6066,-31.84558,115.90938,BALLAJURA COMMUNITY COLLEGE,1.5094937933816877,133
27 Redgate Court,Kiara,405000,4,2,2,581,153,NULL,11000,Bassendean Station,2400,"10-2012",6054,-31.88277,115.94153,KIARA COLLEGE,0.8479873719386504,
27 Reeve Street,Swanbourne,1185000,3,1,1,306,131,1985,9600,Grant Street Station,828,"06-2015",6010,-31.9795494,115.7628565,SCOTCH COLLEGE,0.9911584490571852,24
27 Remembrance Drive,Baldivis,400000,5,2,2,560,236,2011,39300,Wellard Station,4400,"05-2020",6171,-32.30307456,115.8165512,BALDIVIS SECONDARY COLLEGE,3.6266496845076555,134
27 Rendell Way,Koondoola,300000,4,1,1,682,149,1977,11700,Warwick Station,6800,"12-2013",6064,-31.84762,115.86785,MERCY COLLEGE,0.9736431898453207,46
27 Rhodes Crescent,Calista,277000,3,1,1,846,112,NULL,33700,Wellard Station,1500,"10-2012",6167,-32.25174,115.80979,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,0.766988782042429,
27 Rintoul Loop,Booragoon,1300000,5,3,2,739,330,1987,9600,Bull Creek Station,2700,"10-2016",6154,-32.03513,115.82935,APPLECROSS SENIOR HIGH SCHOOL,0.8381983860171834,34
27 Riseley Street,Ardross,1250000,4,1,2,1012,161,1960,8200,Canning Bridge Station,2400,"02-2017",6153,-32.02313,115.83562,APPLECROSS SENIOR HIGH SCHOOL,0.696536984479906,34
27 Rochford Way,Girrawheen,130000,3,1,NULL,765,87,NULL,12200,Warwick Station,4700,"08-2016",6064,-31.84326648,115.8455572,EMMANUEL CHRISTIAN COMMUNITY SCHOOL,0.4148551632848104,
27 Rockett Way,Bull Creek,772000,4,2,4,684,144,1980,11500,Bull Creek Station,1600,"06-2016",6149,-32.05555,115.86758,ALL SAINTS' COLLEGE,0.6783154751813556,21
27 Romney Way,Parkwood,535000,4,2,2,722,153,1974,11800,Thornlie Station,3000,"11-2016",6147,-32.04431,115.92036,LYNWOOD SENIOR HIGH SCHOOL,0.48000396171835485,96
27 Roscoe Turn,Rockingham,750000,4,3,2,401,237,2011,38000,Rockingham Station,2800,"09-2020",6168,-32.27756521,115.7361753,ROCKINGHAM MONTESSORI SCHOOL,0.12116195619260109,
27 Rosewood Lane,Thornlie,475000,4,2,2,604,221,2001,16700,Thornlie Station,3800,"05-2018",6108,-32.08098,115.95066,THORNLIE SENIOR HIGH SCHOOL,1.8415710450409633,125
27 Rossmoyne Drive,Rossmoyne,1040000,3,2,2,809,176,1970,9300,Bull Creek Station,1800,"01-2014",6148,-32.03577842,115.8672389,AQUINAS COLLEGE,1.1868022601883372,23
27 Roundhouse Parade,Jindalee,520000,4,2,2,532,192,2012,37400,Butler Station,1500,"12-2017",6036,-31.64773348,115.6930711,BUTLER COLLEGE,1.543138697849941,39
27 Russell Road,Maida Vale,285000,4,2,2,570,135,2002,14700,Midland Station,6700,"11-2015",6057,-31.95103,116.01459,DARLING RANGE SPORTS COLLEGE,2.7621831330020643,137
27 Salmond Turn,Wanneroo,460000,4,2,2,634,182,2003,24800,Joondalup Station,2600,"06-2018",6065,-31.73694,115.79314,LAKE JOONDALUP BAPTIST COLLEGE,3.00117117413233,80
27 Santa Barbara Parade,Quinns Rocks,365000,3,1,1,612,112,1996,35100,Butler Station,3400,"10-2018",6030,-31.66552,115.70422,ALKIMOS BAPTIST COLLEGE,0.807283311979669,
27 Scarpview Drive,Serpentine,680000,4,2,2,6992,208,2003,46200,Armadale Station,21800,"05-2020",6125,-32.34987352,116.0026718,COURT GRAMMAR SCHOOL,8.986346911464764,
27 Scarpview Place,East Cannington,470500,3,2,2,301,183,2010,11100,Beckenham Station,1600,"09-2015",6107,-32.01188168,115.9569289,SEVENOAKS SENIOR COLLEGE,1.3808453804896956,114
27 Seagate Street,Safety Bay,290000,3,1,NULL,809,145,1970,40900,Rockingham Station,2800,"11-2017",6169,-32.30466498,115.7372941,SAFETY BAY SENIOR HIGH SCHOOL,0.37758532077601,136
27 Sewell Street,East Fremantle,770000,2,2,NULL,248,119,1920,13700,North Fremantle Station,1700,"01-2019",6158,-32.04335,115.76092,JOHN CURTIN COLLEGE OF THE ARTS,0.7357409796999217,25
27 Sicklemore Road,Parmelia,257000,4,1,1,691,125,1975,32500,Kwinana Station,1100,"10-2018",6167,-32.24344,115.83578,THE KING'S COLLEGE,1.2577315042193173,
27 Silvereye Close,East Cannington,600000,4,2,5,791,214,2001,11800,Beckenham Station,2400,"10-2015",6107,-32.00402,115.96765,SEVENOAKS SENIOR COLLEGE,2.5690263557417876,114
27 Silverton Avenue,Butler,495000,4,2,2,590,187,2002,36800,Butler Station,1700,"03-2019",6036,-31.65018,115.70157,BUTLER COLLEGE,0.6950560153351039,39
27 Spoonbill Place,Queens Park,425000,4,2,2,416,149,2003,10600,Canning,903,"03-2017",6107,-32.00702,115.95076,SEVENOAKS SENIOR COLLEGE,1.0023189396152923,114
27 Springdale Boulevard,Secret Harbour,329000,3,2,2,300,108,2008,50700,Warnbro Station,8200,"12-2020",6173,-32.40157518,115.7648292,COMET BAY COLLEGE,1.5920997801382442,35
27 Springvale Drive,Warwick,570000,4,3,2,713,177,1979,13300,Warwick Station,432,"03-2018",6024,-31.84335,115.80062,WARWICK SENIOR HIGH SCHOOL,1.4928171365868768,
27 St Andrews Drive,Yanchep,390000,4,2,3,709,172,1989,49300,Butler Station,11000,"05-2019",6035,-31.54573,115.65132,YANCHEP SECONDARY COLLEGE,1.0631949517044277,
27 St Leonards Boulevard,Dayton,545000,4,2,4,496,207,2011,14900,Guildford Station,4600,"11-2016",6055,-31.85738504,115.970047,GOVERNOR STIRLING SENIOR HIGH SCHOOL,3.931587210068066,130
27 Stanley Street,Mount Lawley,875000,3,1,1,364,130,1920,2600,Mount Lawley Station,369,"01-2019",6050,-31.9381198,115.8812743,PERTH COLLEGE,0.9461342883890592,9
27 Steward Way,Orelia,300000,4,2,3,728,148,1969,31300,Kwinana Station,2400,"05-2018",6167,-32.23117,115.81735,GILMORE COLLEGE,0.824863447665663,138
27 Strathclyde Circuit,Champion Lakes,195000,3,2,2,420,163,2013,22200,Kelmscott Station,2200,"06-2012",6111,-32.11756563,115.990412,KELMSCOTT SENIOR HIGH SCHOOL,1.9925804064413546,113
27 Sullivan Road,Duncraig,575000,3,1,2,712,113,1982,17100,Greenwood Station,1600,"08-2018",6023,-31.81997,115.76615,DUNCRAIG SENIOR HIGH SCHOOL,0.23437805052275865,32
27 Susetta Approach,Success,528000,4,2,2,510,188,2007,22500,Cockburn Central Station,3500,"08-2018",6164,-32.15347,115.84235,ATWELL COLLEGE,2.309348780380895,129
27 Swan Road,Mahogany Creek,61000,4,1,NULL,2023,225,2000,26500,Midland Station,12700,"05-1995",6072,-31.90512401,116.1338517,HELENA COLLEGE,4.013196808696947,78
27 Swiftlet Way,Gwelup,825000,4,2,2,483,195,2008,11600,Warwick Station,2400,"09-2020",6018,-31.865413,115.791468,CARINE SENIOR HIGH SCHOOL,2.0210718559273686,47
27 Talbot Drive,Kingsley,525000,4,1,2,689,170,1979,16500,Greenwood Station,2400,"01-2019",6026,-31.81051,115.80679,THE MONTESSORI SCHOOL,0.21878698497600657,
27 Tambora Bend,Madeley,470000,3,2,2,311,127,2010,16500,Whitfords Station,3800,"07-2017",6065,-31.80723169,115.8213273,THE MONTESSORI SCHOOL,1.398764244517214,
27 Tangadee Road,Golden Bay,295000,3,2,1,841,160,1969,53500,Warnbro Station,11000,"09-2018",6174,-32.42447,115.75519,COMET BAY COLLEGE,1.211020851457445,35
27 Tapioca Drive,Aveley,285000,3,2,2,300,134,2011,23200,Woodbridge Station,13200,"02-2019",6069,-31.77308407,115.9852808,HOLY CROSS COLLEGE,1.0826102479025523,98
27 Tewson Road,Camillo,285000,4,2,2,693,169,1978,22600,Kelmscott Station,1800,"03-2017",6111,-32.11905904,115.9950644,KELMSCOTT SENIOR HIGH SCHOOL,1.5300400383852801,113
27 The Embankment,South Guildford,910000,5,2,2,427,318,2011,13000,East Guildford Station,806,"06-2018",6055,-31.90301278,115.983304,GUILDFORD GRAMMAR SCHOOL,1.007349483141343,52
27 The Lakes Boulevard,Jandakot,650000,3,2,2,268,135,2011,17700,Cockburn Central Station,1600,"05-2018",6164,-32.11113527,115.8539316,LAKELAND SENIOR HIGH SCHOOL,0.7900442334853786,
27 The Oval,Madeley,600000,4,2,4,719,203,2002,15500,Greenwood Station,4200,"07-2019",6065,-31.81561,115.82707,KINGSWAY CHRISTIAN COLLEGE,1.0753401238326783,50
27 Thornbill Meander,Joondalup,735000,3,2,2,329,201,2001,24800,Joondalup Station,822,"05-2018",6027,-31.74115175,115.7749063,LAKE JOONDALUP BAPTIST COLLEGE,1.339637054740208,80
27 Thorpe Street,Rockingham,697500,3,2,2,890,155,NULL,38600,Rockingham Station,3400,"12-2019",6168,-32.28076,115.72702,ROCKINGHAM SENIOR HIGH SCHOOL,0.9253774825755066,
27 Tiara Court,Darling Downs,772500,4,2,6,19995,238,1996,28200,Armadale Station,5000,"11-2016",6122,-32.18517,115.97519,DALE CHRISTIAN SCHOOL,3.630123122991599,
27 Ticklie Road,Seville Grove,295500,4,2,2,402,108,2006,23800,Sherwood Station,2100,"10-2018",6112,-32.13533766,115.9884547,CECIL ANDREWS COLLEGE,0.7263839830892154,139
27 Tobin Street,Mount Helena,634000,5,2,2,2069,235,2004,35200,Midland Station,20700,"07-2016",6082,-31.86946249,116.2187582,EASTERN HILLS SENIOR HIGH SCHOOL,0.5166968130833051,105
27 Tolladine Vista,The Vines,700000,4,2,2,804,294,2007,26900,Midland Station,15900,"05-2020",6069,-31.74957641,116.0148075,HOLY CROSS COLLEGE,4.6756208355284565,98
27 Torquata Boulevard,Helena Valley,602000,4,2,4,625,206,2002,16400,Midland Station,3800,"12-2015",6056,-31.91738,116.02775,YOUTH FUTURES COMMUNITY SCHOOL,3.4288643041716798,
27 Towncentre Drive,Thornlie,439000,3,2,2,377,215,2009,14900,Thornlie Station,2000,"11-2020",6108,-32.06962743,115.9484855,THORNLIE SENIOR HIGH SCHOOL,1.1156121421115084,125
27 Tranby Avenue,Serpentine,705000,4,2,2,4000,214,2001,48100,Armadale Station,24500,"12-2017",6125,-32.372165,115.977739,COURT GRAMMAR SCHOOL,11.472620339737814,
27 Tredale Avenue,Mount Richon,400000,3,1,2,1012,100,1964,27700,Armadale Station,993,"11-2016",6112,-32.1616095,116.0182022,ARMADALE SENIOR HIGH SCHOOL,0.36262996863733504,
27 Tremont Place,Craigie,490000,4,2,3,696,202,1980,20000,Whitfords Station,1700,"10-2017",6025,-31.7903,115.76762,BELRIDGE SECONDARY COLLEGE,2.25477188706563,102
