Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
21552,19-06-2022 21:00,06-16-2022 23:00,17-06-2022 18:28,Delhi,333,KIDNAPPING,33,X,Poison,Other Crime,12,Yes,11-07-2022 21:00
21553,18-06-2022 12:00,06-17-2022 00:00,17-06-2022 13:27,Lucknow,370,DRUG OFFENSE,34,F,Blunt Object,Other Crime,16,No,
21554,18-06-2022 12:00,06-17-2022 01:00,17-06-2022 13:51,Ludhiana,287,ILLEGAL POSSESSION,14,M,Poison,Other Crime,1,No,
21555,19-06-2022 17:00,06-17-2022 02:00,18-06-2022 00:37,Lucknow,285,BURGLARY,58,F,Blunt Object,Other Crime,12,Yes,11-09-2022 17:00
21556,18-06-2022 23:00,06-17-2022 03:00,18-06-2022 01:12,Delhi,172,ROBBERY,76,M,Blunt Object,Violent Crime,1,Yes,29-09-2022 23:00
21557,17-06-2022 05:00,06-17-2022 04:00,17-06-2022 07:35,Surat,537,VEHICLE - STOLEN,65,F,Blunt Object,Violent Crime,19,Yes,03-07-2022 05:00
21558,18-06-2022 12:00,06-17-2022 05:00,17-06-2022 14:22,Ahmedabad,508,FRAUD,79,X,Other,Other Crime,14,Yes,02-09-2022 12:00
21559,17-06-2022 21:00,06-17-2022 06:00,17-06-2022 17:12,Pune,383,ILLEGAL POSSESSION,43,X,Knife,Other Crime,12,No,
21560,19-06-2022 04:00,06-17-2022 07:00,18-06-2022 05:31,Kanpur,322,VEHICLE - STOLEN,35,X,Explosives,Violent Crime,19,No,
21561,17-06-2022 14:00,06-17-2022 08:00,17-06-2022 20:12,Indore,410,HOMICIDE,50,F,Poison,Other Crime,17,No,
21562,17-06-2022 18:00,06-17-2022 09:00,18-06-2022 07:59,Bangalore,353,CYBERCRIME,63,F,Firearm,Other Crime,6,No,
21563,19-06-2022 15:00,06-17-2022 10:00,18-06-2022 02:02,Chennai,233,ARSON,49,F,None,Fire Accident,12,Yes,29-06-2022 15:00
21564,19-06-2022 21:00,06-17-2022 11:00,18-06-2022 09:09,Hyderabad,221,VANDALISM,76,X,Other,Other Crime,14,Yes,11-07-2022 21:00
21565,19-06-2022 17:00,06-17-2022 12:00,18-06-2022 11:42,Mumbai,271,PUBLIC INTOXICATION,60,X,Blunt Object,Other Crime,4,Yes,29-06-2022 17:00
21566,19-06-2022 09:00,06-17-2022 13:00,17-06-2022 13:24,Jaipur,297,TRAFFIC VIOLATION,20,F,Poison,Traffic Fatality,6,Yes,10-07-2022 09:00
21567,18-06-2022 09:00,06-17-2022 14:00,18-06-2022 09:40,Mumbai,120,ASSAULT,72,F,Other,Violent Crime,9,Yes,26-06-2022 09:00
21568,18-06-2022 21:00,06-17-2022 15:00,17-06-2022 20:31,Kanpur,561,IDENTITY THEFT,47,F,Explosives,Violent Crime,12,No,
21569,20-06-2022 03:00,06-17-2022 16:00,18-06-2022 15:21,Mumbai,538,CYBERCRIME,20,X,None,Other Crime,12,Yes,11-08-2022 03:00
21570,19-06-2022 11:00,06-17-2022 17:00,18-06-2022 10:25,Hyderabad,134,BURGLARY,69,X,None,Other Crime,12,Yes,20-09-2022 11:00
21571,18-06-2022 01:00,06-17-2022 18:00,18-06-2022 09:01,Kanpur,119,PUBLIC INTOXICATION,30,M,Firearm,Other Crime,18,Yes,13-07-2022 01:00
21572,18-06-2022 13:00,06-17-2022 19:00,17-06-2022 21:22,Hyderabad,475,EXTORTION,55,X,Blunt Object,Other Crime,3,Yes,27-07-2022 13:00
21573,19-06-2022 21:00,06-17-2022 20:00,18-06-2022 08:40,Delhi,177,COUNTERFEITING,68,F,Blunt Object,Other Crime,14,Yes,27-07-2022 21:00
21574,20-06-2022 09:00,06-17-2022 21:00,18-06-2022 10:54,Thane,514,ROBBERY,36,M,None,Violent Crime,14,No,
21575,18-06-2022 06:00,06-17-2022 22:00,18-06-2022 00:52,Meerut,537,KIDNAPPING,54,F,Blunt Object,Other Crime,19,No,
21576,19-06-2022 00:00,06-17-2022 23:00,18-06-2022 20:32,Bangalore,444,KIDNAPPING,76,M,Other,Other Crime,6,Yes,14-07-2022 00:00
21577,18-06-2022 11:00,06-18-2022 00:00,18-06-2022 14:42,Chennai,373,TRAFFIC VIOLATION,21,F,Poison,Traffic Fatality,16,No,
21578,19-06-2022 10:00,06-18-2022 01:00,18-06-2022 12:43,Kanpur,522,HOMICIDE,60,M,None,Other Crime,4,No,
21579,19-06-2022 08:00,06-18-2022 02:00,18-06-2022 15:20,Delhi,164,KIDNAPPING,11,M,Poison,Other Crime,16,Yes,25-08-2022 08:00
21580,18-06-2022 23:00,06-18-2022 03:00,18-06-2022 12:04,Nashik,365,BURGLARY,34,X,Other,Other Crime,5,Yes,08-12-2022 23:00
21581,18-06-2022 05:00,06-18-2022 04:00,19-06-2022 01:55,Mumbai,186,PUBLIC INTOXICATION,51,F,Poison,Other Crime,19,Yes,13-07-2022 05:00
21582,18-06-2022 19:00,06-18-2022 05:00,18-06-2022 19:08,Jaipur,153,SHOPLIFTING,40,X,Blunt Object,Other Crime,10,Yes,26-08-2022 19:00
21583,19-06-2022 23:00,06-18-2022 06:00,18-06-2022 16:37,Kolkata,426,ARSON,14,F,Blunt Object,Fire Accident,3,No,
21584,20-06-2022 10:00,06-18-2022 07:00,18-06-2022 08:07,Kanpur,212,VANDALISM,51,X,Knife,Other Crime,14,No,
21585,19-06-2022 20:00,06-18-2022 08:00,18-06-2022 08:32,Bangalore,156,PUBLIC INTOXICATION,23,F,Poison,Other Crime,14,Yes,15-07-2022 20:00
21586,19-06-2022 00:00,06-18-2022 09:00,18-06-2022 15:58,Mumbai,120,FRAUD,66,F,Explosives,Other Crime,8,No,
21587,20-06-2022 22:00,06-18-2022 10:00,19-06-2022 04:00,Jaipur,150,DOMESTIC VIOLENCE,46,X,None,Violent Crime,11,Yes,02-07-2022 22:00
21588,18-06-2022 15:00,06-18-2022 11:00,18-06-2022 13:14,Jaipur,254,ILLEGAL POSSESSION,17,F,Poison,Other Crime,7,No,
21589,18-06-2022 18:00,06-18-2022 12:00,19-06-2022 04:22,Delhi,230,FIREARM OFFENSE,19,M,Explosives,Fire Accident,2,No,
21590,19-06-2022 02:00,06-18-2022 13:00,19-06-2022 11:44,Visakhapatnam,326,ASSAULT,45,X,None,Violent Crime,4,Yes,09-09-2022 02:00
21591,19-06-2022 18:00,06-18-2022 14:00,19-06-2022 12:09,Chennai,119,COUNTERFEITING,72,X,Knife,Other Crime,10,Yes,30-08-2022 18:00
21592,20-06-2022 10:00,06-18-2022 15:00,19-06-2022 06:12,Delhi,551,SHOPLIFTING,13,F,None,Other Crime,3,No,
21593,18-06-2022 19:00,06-18-2022 16:00,19-06-2022 09:51,Thane,363,COUNTERFEITING,31,F,None,Other Crime,14,Yes,04-07-2022 19:00
21594,19-06-2022 18:00,06-18-2022 17:00,19-06-2022 02:30,Ghaziabad,448,FRAUD,45,F,Firearm,Other Crime,9,No,
21595,20-06-2022 23:00,06-18-2022 18:00,19-06-2022 07:57,Lucknow,304,VANDALISM,76,F,Knife,Other Crime,10,Yes,14-09-2022 23:00
21596,20-06-2022 00:00,06-18-2022 19:00,19-06-2022 15:30,Delhi,312,DRUG OFFENSE,33,X,Other,Other Crime,7,Yes,13-08-2022 00:00
21597,21-06-2022 08:00,06-18-2022 20:00,19-06-2022 17:33,Kalyan,135,KIDNAPPING,69,F,Explosives,Other Crime,9,No,
21598,19-06-2022 17:00,06-18-2022 21:00,19-06-2022 17:41,Kolkata,463,SEXUAL ASSAULT,56,F,Blunt Object,Violent Crime,4,No,
21599,20-06-2022 17:00,06-18-2022 22:00,19-06-2022 19:48,Bangalore,352,FIREARM OFFENSE,26,M,Poison,Fire Accident,8,No,
21600,20-06-2022 20:00,06-18-2022 23:00,19-06-2022 10:32,Lucknow,144,PUBLIC INTOXICATION,63,F,Explosives,Other Crime,7,No,
21601,20-06-2022 09:00,06-19-2022 00:00,19-06-2022 10:26,Patna,265,CYBERCRIME,74,F,Poison,Other Crime,12,No,
21602,19-06-2022 17:00,06-19-2022 01:00,19-06-2022 06:14,Lucknow,193,SHOPLIFTING,65,X,Knife,Other Crime,7,Yes,04-08-2022 17:00
21603,20-06-2022 08:00,06-19-2022 02:00,19-06-2022 10:03,Bangalore,386,IDENTITY THEFT,22,X,Other,Violent Crime,15,Yes,02-07-2022 08:00
21604,19-06-2022 09:00,06-19-2022 03:00,20-06-2022 02:16,Chennai,283,DOMESTIC VIOLENCE,76,F,Explosives,Violent Crime,15,Yes,31-07-2022 09:00
21605,20-06-2022 09:00,06-19-2022 04:00,19-06-2022 17:02,Hyderabad,261,DOMESTIC VIOLENCE,44,F,None,Violent Crime,16,Yes,17-07-2022 09:00
21606,20-06-2022 17:00,06-19-2022 05:00,19-06-2022 10:58,Kanpur,296,EXTORTION,42,X,Blunt Object,Other Crime,6,Yes,21-07-2022 17:00
21607,22-06-2022 04:00,06-19-2022 06:00,19-06-2022 07:20,Delhi,533,IDENTITY THEFT,30,F,None,Violent Crime,13,No,
21608,20-06-2022 12:00,06-19-2022 07:00,19-06-2022 21:49,Kalyan,377,BURGLARY,46,X,None,Other Crime,13,Yes,08-12-2022 12:00
21609,22-06-2022 05:00,06-19-2022 08:00,20-06-2022 01:50,Hyderabad,275,HOMICIDE,77,F,Firearm,Other Crime,19,Yes,14-09-2023 05:00
21610,21-06-2022 15:00,06-19-2022 09:00,19-06-2022 13:03,Kolkata,141,DOMESTIC VIOLENCE,51,F,Firearm,Violent Crime,3,No,
21611,22-06-2022 05:00,06-19-2022 10:00,20-06-2022 07:14,Hyderabad,292,EXTORTION,16,F,Knife,Other Crime,16,Yes,12-07-2022 05:00
21612,22-06-2022 03:00,06-19-2022 11:00,19-06-2022 14:16,Lucknow,202,SHOPLIFTING,52,F,Other,Other Crime,8,Yes,12-07-2022 03:00
21613,21-06-2022 09:00,06-19-2022 12:00,19-06-2022 21:57,Lucknow,527,SEXUAL ASSAULT,39,F,Blunt Object,Violent Crime,10,Yes,11-01-2023 09:00
21614,20-06-2022 02:00,06-19-2022 13:00,19-06-2022 20:07,Nagpur,473,SEXUAL ASSAULT,50,F,Other,Violent Crime,3,No,
21615,21-06-2022 14:00,06-19-2022 14:00,20-06-2022 01:26,Chennai,485,IDENTITY THEFT,16,M,Blunt Object,Violent Crime,6,Yes,08-08-2022 14:00
21616,22-06-2022 00:00,06-19-2022 15:00,20-06-2022 09:00,Surat,311,DRUG OFFENSE,26,M,Firearm,Other Crime,3,No,
21617,21-06-2022 00:00,06-19-2022 16:00,20-06-2022 13:24,Jaipur,408,COUNTERFEITING,11,M,Blunt Object,Other Crime,16,Yes,20-08-2022 00:00
21618,19-06-2022 19:00,06-19-2022 17:00,20-06-2022 09:46,Patna,239,KIDNAPPING,52,M,Other,Other Crime,16,No,
21619,20-06-2022 06:00,06-19-2022 18:00,20-06-2022 00:10,Kolkata,117,HOMICIDE,44,M,Knife,Other Crime,8,Yes,26-07-2023 06:00
21620,22-06-2022 10:00,06-19-2022 19:00,20-06-2022 10:26,Bangalore,552,FIREARM OFFENSE,53,X,Knife,Fire Accident,11,No,
21621,20-06-2022 10:00,06-19-2022 20:00,20-06-2022 15:44,Bangalore,301,CYBERCRIME,37,M,Other,Other Crime,18,No,
21622,21-06-2022 20:00,06-19-2022 21:00,20-06-2022 17:19,Kolkata,413,VEHICLE - STOLEN,27,F,Poison,Violent Crime,12,No,
21623,21-06-2022 18:00,06-19-2022 22:00,20-06-2022 15:52,Bangalore,237,DRUG OFFENSE,24,M,Poison,Other Crime,2,No,
21624,22-06-2022 02:00,06-19-2022 23:00,20-06-2022 09:42,Delhi,477,ASSAULT,39,X,Poison,Violent Crime,13,No,
21625,20-06-2022 12:00,06-20-2022 00:00,20-06-2022 11:46,Delhi,375,FRAUD,65,F,Other,Other Crime,17,Yes,10-09-2022 12:00
21626,20-06-2022 14:00,06-20-2022 01:00,20-06-2022 13:37,Kanpur,188,TRAFFIC VIOLATION,27,X,Explosives,Traffic Fatality,9,Yes,27-06-2022 14:00
21627,20-06-2022 14:00,06-20-2022 02:00,20-06-2022 15:51,Delhi,346,IDENTITY THEFT,77,X,Explosives,Violent Crime,3,Yes,13-08-2022 14:00
21628,22-06-2022 01:00,06-20-2022 03:00,20-06-2022 04:09,Delhi,103,COUNTERFEITING,63,F,Knife,Other Crime,4,Yes,18-08-2022 01:00
21629,21-06-2022 11:00,06-20-2022 04:00,20-06-2022 20:44,Kanpur,265,ASSAULT,44,M,Blunt Object,Violent Crime,11,No,
21630,22-06-2022 12:00,06-20-2022 05:00,20-06-2022 17:56,Surat,300,TRAFFIC VIOLATION,51,M,Poison,Traffic Fatality,2,No,
21631,22-06-2022 22:00,06-20-2022 06:00,21-06-2022 02:04,Kanpur,492,PUBLIC INTOXICATION,74,X,Explosives,Other Crime,7,No,
21632,20-06-2022 10:00,06-20-2022 07:00,20-06-2022 19:08,Meerut,563,TRAFFIC VIOLATION,62,F,Other,Traffic Fatality,17,No,
21633,20-06-2022 23:00,06-20-2022 08:00,21-06-2022 05:52,Ahmedabad,234,SHOPLIFTING,16,M,Knife,Other Crime,4,Yes,14-08-2022 23:00
21634,20-06-2022 18:00,06-20-2022 09:00,21-06-2022 00:22,Delhi,407,CYBERCRIME,74,M,Blunt Object,Other Crime,12,No,
21635,21-06-2022 01:00,06-20-2022 10:00,20-06-2022 22:33,Varanasi,493,EXTORTION,59,M,Knife,Other Crime,5,Yes,14-09-2022 01:00
21636,21-06-2022 16:00,06-20-2022 11:00,21-06-2022 03:50,Ghaziabad,523,ARSON,66,X,Poison,Fire Accident,16,Yes,24-08-2022 16:00
21637,21-06-2022 16:00,06-20-2022 12:00,21-06-2022 10:22,Jaipur,544,DRUG OFFENSE,48,M,Other,Other Crime,19,Yes,02-09-2022 16:00
21638,23-06-2022 01:00,06-20-2022 13:00,21-06-2022 09:59,Varanasi,221,CYBERCRIME,10,X,None,Other Crime,2,Yes,15-08-2022 01:00
21639,23-06-2022 08:00,06-20-2022 14:00,20-06-2022 18:51,Bangalore,400,EXTORTION,79,X,None,Other Crime,6,No,
21640,23-06-2022 07:00,06-20-2022 15:00,21-06-2022 07:01,Bangalore,201,VEHICLE - STOLEN,41,X,Poison,Violent Crime,10,Yes,17-07-2022 07:00
21641,20-06-2022 21:00,06-20-2022 16:00,21-06-2022 05:51,Kalyan,103,VANDALISM,22,F,None,Other Crime,2,No,
21642,21-06-2022 16:00,06-20-2022 17:00,21-06-2022 05:31,Delhi,497,IDENTITY THEFT,75,X,Firearm,Violent Crime,14,No,
21643,23-06-2022 13:00,06-20-2022 18:00,21-06-2022 15:45,Bhopal,324,ARSON,37,F,Knife,Fire Accident,12,Yes,22-07-2022 13:00
21644,23-06-2022 17:00,06-20-2022 19:00,21-06-2022 01:30,Delhi,530,BURGLARY,76,F,Explosives,Other Crime,5,No,
21645,22-06-2022 16:00,06-20-2022 20:00,21-06-2022 07:22,Bangalore,254,ARSON,38,X,Knife,Fire Accident,12,No,
21646,22-06-2022 20:00,06-20-2022 21:00,21-06-2022 15:39,Ahmedabad,471,ROBBERY,16,F,Knife,Violent Crime,16,No,
21647,22-06-2022 21:00,06-20-2022 22:00,20-06-2022 22:34,Delhi,319,COUNTERFEITING,59,F,Other,Other Crime,11,Yes,19-07-2022 21:00
21648,22-06-2022 17:00,06-20-2022 23:00,21-06-2022 21:33,Hyderabad,181,COUNTERFEITING,52,M,Blunt Object,Other Crime,19,Yes,01-07-2022 17:00
21649,23-06-2022 10:00,06-21-2022 00:00,21-06-2022 10:00,Nagpur,321,DOMESTIC VIOLENCE,52,X,Blunt Object,Violent Crime,19,No,
21650,22-06-2022 12:00,06-21-2022 01:00,21-06-2022 15:12,Delhi,320,SEXUAL ASSAULT,12,M,Poison,Violent Crime,9,No,
21651,22-06-2022 10:00,06-21-2022 02:00,21-06-2022 15:54,Kolkata,578,ARSON,45,X,Knife,Fire Accident,11,No,
21652,23-06-2022 05:00,06-21-2022 03:00,21-06-2022 11:03,Chennai,246,COUNTERFEITING,59,X,Explosives,Other Crime,5,Yes,28-07-2022 05:00
21653,22-06-2022 00:00,06-21-2022 04:00,21-06-2022 06:04,Lucknow,317,DRUG OFFENSE,60,F,Poison,Other Crime,4,Yes,30-07-2022 00:00
21654,21-06-2022 22:00,06-21-2022 05:00,21-06-2022 16:35,Kanpur,162,VANDALISM,23,X,Poison,Other Crime,19,No,
21655,22-06-2022 03:00,06-21-2022 06:00,21-06-2022 16:22,Lucknow,517,TRAFFIC VIOLATION,11,F,Other,Traffic Fatality,19,No,
21656,23-06-2022 02:00,06-21-2022 07:00,21-06-2022 10:00,Kanpur,261,FRAUD,74,F,Knife,Other Crime,19,No,
21657,22-06-2022 01:00,06-21-2022 08:00,21-06-2022 10:16,Delhi,113,CYBERCRIME,32,M,None,Other Crime,7,No,
21658,21-06-2022 17:00,06-21-2022 09:00,22-06-2022 02:35,Delhi,294,ARSON,12,X,None,Fire Accident,13,No,
21659,24-06-2022 06:00,06-21-2022 10:00,21-06-2022 15:34,Pune,491,PUBLIC INTOXICATION,28,X,Knife,Other Crime,2,Yes,06-07-2022 06:00
21660,22-06-2022 08:00,06-21-2022 11:00,22-06-2022 02:10,Chennai,200,SEXUAL ASSAULT,55,F,None,Violent Crime,9,No,
21661,23-06-2022 18:00,06-21-2022 12:00,22-06-2022 02:00,Delhi,303,PUBLIC INTOXICATION,51,X,Poison,Other Crime,7,Yes,09-07-2022 18:00
21662,23-06-2022 23:00,06-21-2022 13:00,22-06-2022 05:44,Thane,433,ARSON,51,F,Other,Fire Accident,17,Yes,04-07-2022 23:00
21663,22-06-2022 20:00,06-21-2022 14:00,22-06-2022 07:11,Jaipur,192,ROBBERY,28,M,Explosives,Violent Crime,13,No,
21664,24-06-2022 05:00,06-21-2022 15:00,22-06-2022 11:55,Kolkata,270,VEHICLE - STOLEN,28,X,Explosives,Violent Crime,10,Yes,11-09-2022 05:00
21665,23-06-2022 07:00,06-21-2022 16:00,22-06-2022 13:51,Thane,249,EXTORTION,42,F,Blunt Object,Other Crime,14,No,
21666,22-06-2022 23:00,06-21-2022 17:00,22-06-2022 02:40,Jaipur,164,BURGLARY,30,F,None,Other Crime,14,Yes,07-12-2022 23:00
21667,22-06-2022 07:00,06-21-2022 18:00,22-06-2022 03:22,Rajkot,244,SEXUAL ASSAULT,41,M,Poison,Violent Crime,11,No,
21668,24-06-2022 08:00,06-21-2022 19:00,21-06-2022 21:26,Indore,148,FIREARM OFFENSE,14,F,Explosives,Fire Accident,9,No,
21669,22-06-2022 15:00,06-21-2022 20:00,21-06-2022 23:38,Lucknow,143,IDENTITY THEFT,75,M,Blunt Object,Violent Crime,15,Yes,06-08-2022 15:00
21670,21-06-2022 22:00,06-21-2022 21:00,22-06-2022 09:38,Faridabad,104,ROBBERY,12,M,Other,Violent Crime,12,Yes,30-09-2022 22:00
21671,24-06-2022 03:00,06-21-2022 22:00,22-06-2022 00:32,Mumbai,175,FIREARM OFFENSE,42,F,Blunt Object,Fire Accident,10,No,
21672,24-06-2022 11:00,06-21-2022 23:00,22-06-2022 06:24,Pune,419,TRAFFIC VIOLATION,72,X,Firearm,Traffic Fatality,4,Yes,04-07-2022 11:00
21673,23-06-2022 19:00,06-22-2022 00:00,22-06-2022 15:05,Lucknow,286,ILLEGAL POSSESSION,62,X,Knife,Other Crime,8,No,
21674,22-06-2022 23:00,06-22-2022 01:00,22-06-2022 11:20,Chennai,177,CYBERCRIME,10,M,Other,Other Crime,13,Yes,01-07-2022 23:00
21675,23-06-2022 22:00,06-22-2022 02:00,22-06-2022 18:59,Ludhiana,135,ASSAULT,37,X,Blunt Object,Violent Crime,1,Yes,08-08-2022 22:00
21676,24-06-2022 04:00,06-22-2022 03:00,22-06-2022 21:10,Hyderabad,203,DOMESTIC VIOLENCE,64,M,None,Violent Crime,14,No,
21677,22-06-2022 16:00,06-22-2022 04:00,22-06-2022 17:08,Bangalore,425,PUBLIC INTOXICATION,37,X,Explosives,Other Crime,5,No,
21678,23-06-2022 01:00,06-22-2022 05:00,23-06-2022 01:46,Visakhapatnam,310,IDENTITY THEFT,74,F,Other,Violent Crime,9,Yes,01-07-2022 01:00
21679,24-06-2022 09:00,06-22-2022 06:00,22-06-2022 15:22,Hyderabad,244,IDENTITY THEFT,19,F,Explosives,Violent Crime,8,No,
21680,24-06-2022 23:00,06-22-2022 07:00,22-06-2022 14:19,Agra,256,KIDNAPPING,23,M,Blunt Object,Other Crime,8,Yes,09-08-2022 23:00
21681,24-06-2022 10:00,06-22-2022 08:00,22-06-2022 09:30,Mumbai,342,ASSAULT,38,X,Firearm,Violent Crime,16,Yes,18-09-2022 10:00
21682,23-06-2022 01:00,06-22-2022 09:00,23-06-2022 04:55,Chennai,197,ARSON,47,F,Knife,Fire Accident,5,No,
21683,24-06-2022 21:00,06-22-2022 10:00,22-06-2022 20:32,Indore,243,KIDNAPPING,64,M,Knife,Other Crime,13,Yes,23-07-2022 21:00
21684,24-06-2022 19:00,06-22-2022 11:00,22-06-2022 16:57,Chennai,415,DRUG OFFENSE,13,X,Explosives,Other Crime,2,No,
21685,25-06-2022 00:00,06-22-2022 12:00,22-06-2022 14:24,Mumbai,550,FIREARM OFFENSE,75,M,None,Fire Accident,1,Yes,26-07-2022 00:00
21686,23-06-2022 06:00,06-22-2022 13:00,23-06-2022 03:16,Pune,528,SEXUAL ASSAULT,39,F,Firearm,Violent Crime,19,No,
21687,22-06-2022 21:00,06-22-2022 14:00,22-06-2022 15:57,Mumbai,384,HOMICIDE,19,F,Blunt Object,Other Crime,12,Yes,28-05-2023 21:00
21688,25-06-2022 08:00,06-22-2022 15:00,23-06-2022 01:45,Hyderabad,230,FRAUD,39,M,Knife,Other Crime,9,No,
21689,25-06-2022 05:00,06-22-2022 16:00,23-06-2022 05:31,Visakhapatnam,561,EXTORTION,26,M,None,Other Crime,2,No,
21690,24-06-2022 08:00,06-22-2022 17:00,23-06-2022 12:15,Bhopal,432,ROBBERY,61,X,Firearm,Violent Crime,2,No,
21691,22-06-2022 23:00,06-22-2022 18:00,23-06-2022 07:12,Visakhapatnam,569,FIREARM OFFENSE,33,F,Other,Fire Accident,11,Yes,19-09-2022 23:00
21692,24-06-2022 22:00,06-22-2022 19:00,23-06-2022 06:05,Hyderabad,163,ROBBERY,17,F,None,Violent Crime,7,Yes,14-12-2022 22:00
21693,23-06-2022 22:00,06-22-2022 20:00,23-06-2022 10:47,Kolkata,173,HOMICIDE,76,F,Knife,Other Crime,1,No,
21694,24-06-2022 17:00,06-22-2022 21:00,22-06-2022 23:29,Bhopal,203,ILLEGAL POSSESSION,59,F,Knife,Other Crime,11,No,
21695,24-06-2022 14:00,06-22-2022 22:00,23-06-2022 21:48,Thane,375,FRAUD,72,M,Knife,Other Crime,9,No,
21696,25-06-2022 14:00,06-22-2022 23:00,23-06-2022 22:30,Mumbai,205,IDENTITY THEFT,52,X,Other,Violent Crime,8,Yes,16-07-2022 14:00
21697,24-06-2022 18:00,06-23-2022 00:00,23-06-2022 01:24,Bangalore,556,DOMESTIC VIOLENCE,56,F,Knife,Violent Crime,11,No,
21698,23-06-2022 21:00,06-23-2022 01:00,23-06-2022 04:25,Jaipur,336,FRAUD,74,M,Knife,Other Crime,14,Yes,01-09-2022 21:00
21699,25-06-2022 11:00,06-23-2022 02:00,23-06-2022 19:48,Bangalore,339,SHOPLIFTING,74,X,Other,Other Crime,8,No,
21700,24-06-2022 13:00,06-23-2022 03:00,23-06-2022 13:17,Chennai,577,KIDNAPPING,15,M,Other,Other Crime,3,No,
21701,23-06-2022 15:00,06-23-2022 04:00,23-06-2022 04:05,Pune,142,ILLEGAL POSSESSION,18,X,None,Other Crime,7,Yes,19-09-2022 15:00
21702,24-06-2022 09:00,06-23-2022 05:00,23-06-2022 20:03,Nagpur,126,VANDALISM,30,F,Other,Other Crime,15,Yes,28-07-2022 09:00
21703,23-06-2022 07:00,06-23-2022 06:00,24-06-2022 02:04,Visakhapatnam,546,KIDNAPPING,37,M,None,Other Crime,4,Yes,07-07-2022 07:00
21704,24-06-2022 02:00,06-23-2022 07:00,23-06-2022 15:28,Pune,276,CYBERCRIME,63,F,Blunt Object,Other Crime,14,No,
21705,23-06-2022 13:00,06-23-2022 08:00,23-06-2022 20:30,Patna,307,FRAUD,22,F,Blunt Object,Other Crime,7,Yes,31-08-2022 13:00
21706,25-06-2022 10:00,06-23-2022 09:00,24-06-2022 05:28,Mumbai,584,SEXUAL ASSAULT,18,F,Other,Violent Crime,13,No,
21707,26-06-2022 06:00,06-23-2022 10:00,24-06-2022 08:44,Hyderabad,566,DRUG OFFENSE,33,M,Explosives,Other Crime,6,Yes,22-09-2022 06:00
21708,24-06-2022 01:00,06-23-2022 11:00,23-06-2022 16:17,Kalyan,446,CYBERCRIME,26,M,Blunt Object,Other Crime,2,No,
21709,24-06-2022 17:00,06-23-2022 12:00,23-06-2022 18:34,Bhopal,141,ARSON,16,X,Explosives,Fire Accident,4,No,
21710,24-06-2022 22:00,06-23-2022 13:00,23-06-2022 17:29,Pune,402,DOMESTIC VIOLENCE,14,M,None,Violent Crime,19,Yes,28-07-2022 22:00
21711,23-06-2022 23:00,06-23-2022 14:00,24-06-2022 03:41,Chennai,434,KIDNAPPING,19,M,Poison,Other Crime,17,Yes,30-07-2022 23:00
21712,24-06-2022 06:00,06-23-2022 15:00,24-06-2022 05:06,Srinagar,373,TRAFFIC VIOLATION,10,M,Blunt Object,Traffic Fatality,6,Yes,01-07-2022 06:00
21713,26-06-2022 01:00,06-23-2022 16:00,23-06-2022 17:40,Srinagar,480,ARSON,67,F,Blunt Object,Fire Accident,7,No,
21714,23-06-2022 22:00,06-23-2022 17:00,24-06-2022 02:34,Lucknow,125,FRAUD,55,M,Knife,Other Crime,12,Yes,08-07-2022 22:00
21715,24-06-2022 09:00,06-23-2022 18:00,23-06-2022 21:38,Ghaziabad,344,BURGLARY,13,M,None,Other Crime,11,No,
21716,23-06-2022 23:00,06-23-2022 19:00,24-06-2022 00:40,Kalyan,475,TRAFFIC VIOLATION,75,F,Poison,Traffic Fatality,17,Yes,17-07-2022 23:00
21717,25-06-2022 00:00,06-23-2022 20:00,23-06-2022 23:56,Mumbai,404,ILLEGAL POSSESSION,71,X,Poison,Other Crime,17,Yes,24-08-2022 00:00
21718,26-06-2022 20:00,06-23-2022 21:00,24-06-2022 16:55,Ghaziabad,381,ILLEGAL POSSESSION,22,F,Other,Other Crime,9,No,
21719,26-06-2022 08:00,06-23-2022 22:00,24-06-2022 05:06,Hyderabad,535,SEXUAL ASSAULT,32,F,Other,Violent Crime,16,Yes,24-05-2023 08:00
21720,25-06-2022 20:00,06-23-2022 23:00,24-06-2022 00:09,Ahmedabad,592,SEXUAL ASSAULT,51,M,Explosives,Violent Crime,14,No,
21721,26-06-2022 01:00,06-24-2022 00:00,24-06-2022 22:40,Hyderabad,289,KIDNAPPING,43,X,Other,Other Crime,2,No,
21722,25-06-2022 13:00,06-24-2022 01:00,24-06-2022 02:45,Delhi,138,VEHICLE - STOLEN,17,F,Explosives,Violent Crime,10,Yes,12-07-2022 13:00
21723,26-06-2022 06:00,06-24-2022 02:00,24-06-2022 05:27,Kolkata,532,EXTORTION,54,F,Explosives,Other Crime,8,No,
21724,26-06-2022 10:00,06-24-2022 03:00,24-06-2022 21:44,Ahmedabad,415,CYBERCRIME,49,M,Blunt Object,Other Crime,5,Yes,29-08-2022 10:00
21725,25-06-2022 17:00,06-24-2022 04:00,24-06-2022 13:48,Ahmedabad,309,FRAUD,35,M,Firearm,Other Crime,1,Yes,23-08-2022 17:00
